136			 Hmong-Mien (*NT-) > Mienic (*ʔD-)																
137			 Hmong-Mien (*NTH-) > Mienic (*DH-)																
138			 Hmong-Mien (*ND-) > Mienic (*ND-)																
139			Without reconstructing more material than absolutely necessary, this gives enough information to account for (1) the voiced onsets that regularly correspond to Hmong-Mien prenasalization in each case, and (2) the correct tonal register: 1, 3, 5, and 7 after glottalized and aspirated onsets (*ʔD-, *DH-), and 2, 4, 6, and 8 after voiced onsets (*ND-).																
140																			
141			Notes																
142		1	This may be related to Hmongic ‘thunder’ *S-phoA. See discussion under 1.2 above.																
143		2	Jinxiu Mien (8) from L-Thongkum 1993:205.																
144		6	Compare Tibeto-Burman *pʷak ‘pig’.																
145		7	In White Hmong, ‘to wrap around the body’. Possibly from Chinese 被 ‘to cover self’ (OC *m-p(r)ajʔ > MC bjeX > Man. bèi).																
146		8	The Mun (9) tone subcategorization suggests aspirated initial; L-Thongkum reconstructs Proto Mienic *bhui A (1993:215).																
147		10	The Hmongic word for ‘monkey’ (*ʔlinA 2.40/18) has the same tone and rime as this word, but begins with a different initial. To join the two at the Hmong-Mien level, Benedict (1975:338) reconstructed a cluster: *ʔbliŋ.																
148		11	In Hainan Mun, the cognate means ‘blue’ and the word for ‘grey’ is the compound ‘white-blue’; in Biao Min, it also means ‘mildew, mold’ (Solnit 1982).																
149																			
150			1.5	*-mph-															
151																			
152	P		PHM	*-mph-		1	2	3	4	5	6	7	8	9	10	11			
153	D	1	chaff/husk	*-mphi̯ɛk	(1)	--	--	--	--	--	--	m̥e5	bwa7	va7’	bja7	bjɛ7			
154	D	2	噴 to scatter/sprinkle	*-mphu̯ənH	(29)	--	mphu5	mphɔŋ5	--	mʔphoŋC	--	--	bwan5	ban5	--	--			
155																			
156	P		PH	*-mph-		1	2	3	4	5	6	7							
157	D	3	ant	*-mphæB	(5)	phen3	mpha3	--	--	--	mphai3	m̥je3							
158																			
159			PM	*-bh- (< *mph- )									8	9	10	11			
160	D	4	拍 to clap	*-bhækD	(5)								bɛ7	be4	bɛ7	--			
161																			
162			Notes																
163		1	See Hmongic *S-phjæC ‘chaff/husk’ (1.17/5), and discussion of words that pattern similarly under 1.2. The -w- in Luoxiang Mien (8) is secondary: -j- dropped, then -w- developed between a labial and /a/.																
164		2	Changping Mien (Wang and Mao 18) has been substituted for Luoxiang Mien (8).																
165		4	This is probably the source for Hmongic *mbæA ‘to clap’ (1.6/5) as well.																
166																			
167			1.6	*-mb-															
168																			
169	P		PH	*-mb-		1	2	3	4	5	6	7							
170	D	1	to cover	*-mboC	(7)	mə6	--	mpɔ6	mpu6	mpuC	--	pho5							
171	D	2	拍 to clap	*-mbæA	(5)	ma2	ma2	mpua2	mpa2	mpziA	--	--							
172																			
173			PM	*-mb-									8	9	10	11			
174	D	3	婦 daughter-in-law/bride	*-mbu̯ɛŋB	(22)								bwəŋ4	bɔŋ4	bɔŋ4	--			
175	D	4	浮 to float	*-mbi̯̯əuA	(1)								bjeu2	bjɔu2	bjau2	bɛu2			
176																			
177			Notes																
178		2	This is probably the source for Mienic *bhæk ‘to clap’ (1.5/5) as well.																
179		3	Although this word probably comes from Chinese 婦 ‘woman/wife’ (OC *Cə.[b]əʔ > MC bjuwX > Man. fù), Chinese has no final nasal.																
180																			
181			1.7	*-ʔm-															
182																			
183	P		PHM	*-ʔm-		1	2	3	4	5	6	7	8	9	10	11			
184	D	1	illness/pain	*-ʔmun	(27)	moŋ1	moŋ1	mɔ1	məŋ1a	ʔmoŋA	mɐŋ1	mæ̃1	mun1	mun1	mən1	man1			
185																			
186	P		PH	*-ʔm-		1	2	3	4	5	6	7							
187	D	2	to grasp	*-ʔmu̯ɛA	(11)	mɛ1	me1	mua1	muɑ1a	--	--	--							
188																			
189			PM	*-ʔm-									8	9	10	11			
190	D	3	green/blue	*-ʔmeŋA	(29)								mɛŋ1	meːŋ1	mɛ1	mɛŋ1			
191																			
192			Notes																
193		2	In Zongdi, ‘to grasp’ has narrowed to mean ‘to take a wife’. There is a morphological relationship between ‘to grasp’ and the more widespread Hmong-Mien word ‘to have’ (1.9/11) that can be attributed to either a voiceless causative prefix on ‘to grasp’ (of which the glottal element is a trace) or a voiced stative prefix on ‘to have’ (which would account for the /n-/ initial in Mun). For more discussion, see chapter 4.																
194																			
195	P					1	2	3	4	5	6	7	8	9	10	11			
196	D		to grasp H	*-ʔmu̯ɛA (<*ʔ-mɛj)		mɛ1	me1	mua1	muɑ1a	--	--	--							
197	D		to have HM	*-n-mɛj		mɛ2	me2	mua2	--	maA	mɔ2	mɪ̃2	maːi2	naːi2	ma2	--			
198																			
199		3	Hmongic *mpruA ‘green/blue’ (1.49/16) may be related.																
200																			
201			1.8	*-hm-															
202																			
203	P		PHM	*-hm-		1	2	3	4	5	6	7	8	9	10	11			
204	D	1	flea	*-hmiəŋ	(23)	m̥hen1	--	hm̥ɔ1	mɔŋ1b	m̥enA	mɔ1	n̩1	mɛŋ1	muŋ1’	m̥au1	mɔŋ1			
205	D	2	vine	*-hmein	(25)	--	ɕi1	hm̥a1	ma1b	m̥oŋA	m̥e1’	m̥a1	m̥ei1	mei1’	m̥əi1	mɛi1			
206	D	3	to taste/try	*-hmeiH	(12/17)		m̥hu5	--	--	--	--	--	--	--	--	m̥i5	--		
207	D	4	night	*-hməŋH	(21)	m̥haŋ5	m̥hɑŋ5	hm̥ɔ5	mɔ5b	m̥oŋC	--	mæ̃4	m̥aŋ3	--	m̥ɔŋ5	mɔŋ5			
208																			
209	P		PH	*-hm-		1	2	3	4	5	6	7							
210	D	5	Hmong	*-hmʉŋA	(30)	m̥hu1	ɕoŋ1	hm̥ɔŋ1	maŋ1b	m̥joA	--	ŋ̥ŋ1							
211	D	6	wild dog	*-hmaŋC	(24)	m̥hɑŋ5	--	hm̥a5	ma5b	--	--	--							
212																			
213			PM	*-hm-									8	9	10	11			
214	D	7	animal fat/oil	*-hmejA	(10)								m̥ei1	mei1’	m̥əi1	mi1			
215	D	8	面 face	*-hmienA (C)									mjen1	min1’	m̥in1	mɛn1			
216	D	9	米 husked rice	*-hmeiB	(12/17)									m̥ei3	mei3	m̥i3	mɛi3		
217																			
218			Notes																
219		2	Possibly the same as Chinese 蔓 ‘creeping plant’ (OC *ma[n]-s > MC mjonH > Man. wàn).																
220		3	Both ‘to taste/try’ and ‘to sniff at’ (Hmong-Mien *hmji̯əmH, 1.23/18) mean to taste or smell intentionally. Different words exist for ‘to taste’ and ‘to smell’ unintentionally. Possibly related to Chinese 味 ‘taste (n.)’ (OC *m[ə][t]-s > MC mjɨjH > Man. wèi).																
221		4	Chinese 晚 ‘evening’ (Man. wǎn) > Mien /muən1/ seems to be different. More likely connections are to Tibeto-Burman *s-muːŋ ‘dark’ or Mon-Khmer *m[h][ɯə]h ‘evening, night’ (Shorto #264) or *maŋ ‘night, evening’ (Shorto #638). 																
222		5	‘Mien’ and its variants is probably from Chinese 民 ‘people’ (OC *mi[n] > MC mjin > Man. mín).																
223		6	This word refers variously to ‘wolf’, ‘fox’, ‘jackal’, etc. Compare Proto Tai *hma1 ‘dog’.																
224		7	Compare Austronesian *SimaR ‘grease/oil/fat’ (ACD).																
225		9	Same as Chinese 米 ‘husked rice’ (OC *[m]ˤijʔ > MC mejX > Man. mǐ) and Tibeto-Burman *may, but the immediate source is unclear because of the voiceless initial. Compare AN *Semay ‘cooked rice’.																
226																			
227			1.9	*-m-															
228																			
229	P		PHM	*-m-		1	2	3	4	5	6	7	8	9	10	11			
230	D	1	2sg (you)	*-mu̯ei	(8)	moŋ2	mɯ2	--	--	--	mɐŋ2	mɯ6	mwei2	mei2	məi2	mui2			
231	D	2	2pl (you)	*-mi̯əu	(1)	maŋ2	me2	ne2	mein2	menA	--	mɯ5	--	njou2	--	--			
232	D	3	fine (flour)	*-mənX/H	(21)	moŋ4	mɑŋ4	mɔ4	--	--	--	mæ̃4	mwən6	--	mun6	mun6			
233	D	4	eye	*-mu̯ɛjH	(11)	mɛ6	me6	mua6	moŋ6	maC	mɔ6	mɪ̃6	mwei6	ŋwei6	mi6 	mai2			
234	D	5	to have	*-n-mɛj	(11)	mɛ2	me2	mua2	--	maA	mɔ2	mɪ̃2	maːi2	naːi2	ma2	--			
235	D	6	to go	*-n-mʉŋ(X)	(30)	moŋ4	moŋ4	mu4	məŋ4	muB	ŋ̥ŋ4	nɪ̃2	miŋ2	niŋ2	--	mi2			
236	D	7	買 to buy	*-mɛjX	(11)	mɛ4	--	mua4	--	maB	mɔ1	mɪ̃6	maːi4	maːi4	--	mai4			
237	D	8	賣 to sell	*-mɛjH	(11)	mɛ4	me6	mua6	moŋ6	maC	mɔ4	mɪ̃6	maːi6	maːi6	ma6	mai6			
238	D	9	蠓 fly (n.)	*-məuŋX	(21)	--	mɑŋ4	mɔ4	moŋ4	moŋB	mɐŋ4	mæ̃4	--	--	mə4	mɔŋ4			
239	D	10	望 to look at	*-maŋH	(24)	--	--	--	--	--	--	--	--	ŋwaːŋ6	mə6	mɔŋ6			
240																			
241	P		PH	*-m-		1	2	3	4	5	6	7							
242	D	11	persimmon	*-minB	(18)	mi4	mɛ4	--	--	menB	--	--							
243	D	12	wheat	*-muŋC	(27)	maŋ4	--	mɔ6	məŋ6	muC	--	--							
244	D	13	female	*-minD	(18)	mi8	--	nia8	mi8	menC	mai8	mɛ̃7							
245																			
246			PM	*-m-									8	9	10	11			
247	D	14	bee	*-mu̯eiB	(8)								mwei4	ŋwei4	mi4	mui4			
248	D	15	brother	*-mɔuB	(3)								mai4	--	mau4	mu4			
249	D	16	carrying pole	*-mu̯əŋB	(29)								moŋ5	muŋ4	mɔŋ4	--			
250	D	17	to return home	*-muB	(16)								mu4	mu4	mu4	mu4			
251	D	18	thick/dense	*-makD	(4)								ma8	ma6	--	mɔu8			
252	D	19	霧 fog	*-mowC	(16)								mou6	--	--	mu6			
253	D	20	廟 temple	*-miuC (A)									miu6	miu6	--	miu6			
254																			
255			Notes																
256		1	Similar to the Austronesian 2pl root *-mu (ACD); the 2pl root was extended to the 2sg in Austronesian. Western Hmongic has a different root: *gʉA (5.3/8).																
257		2	The Hmongic forms except for Pa-Hng (7) are from Wang 1994: the Pa-Hng is from Niederer 1997. The Mun form (9) is from Shintani and Yang 1990.																
258		4	Possibly from Chinese 目 ‘eye’ (OC *[m][u]k > MC mjuwk > Man. mù).																
259		5	On the relationship of ‘to grasp’ and ‘to have’, see note 2 under 1.7 above.																
260			5 & 6. A pre-initial *n- is tentatively reconstructed for these two words on the basis of initial n- in Mun.																
261		10	Hmongic cognates of this word may also be Ho Ne (She) /mɔ8/ and Shimen (West Hmongic) /maɯ5/, so it is given here as Proto Hmong-Mien.																
262		13	In White Hmong, ‘mother’.																
263		19	Jiangdi Mien (Wang and Mao 15) has been substituted for Luoxiang Mien (8). Compare Cantonese /mou6/.																
264		20	There is a Bunu cognate /mjɔ6/ ‘temple’, but this does not give enough evidence to place this word in one of the major rime sets.																
265																			
266			1.1	*-ʔw-															
267																			
268	P		PHM	*-ʔw-		1	2	3	4	5	6	7	8	9	10	11			
269	D	1	son-in-law	*-ʔweiX	(12/17)		--	--	vau3	wɔ3a	ʔwuB	ve3	vi3	vei3	--	--	vɛi3		
270	D	2	冠 crest/comb	*-ʔwi̯æn	(1)	--	--	ʔi1	--	ʔweA	--	--	--	--	--	vɔn1			
271																			
272	P		PH	*-ʔw-		1	2	3	4	5	6	7							
273	D	3	cherry	*-ʔwaA	(4)	va1	wɑ1	--	ʑi1a	--	--	--							
274	D	4	winnowing fan	*-ʔwaŋA	(24)	vaŋ1	wei1	va1	wua1a	ʔwenA	ven1	vɛ1							
275	D	5	to cover self	*-ʔwoB	(7)	--	--	vɔ3	wo3a	ʔwuB	--	va3							
276	D	6	wife	*-ʔwæwB	(3)	vi3	--	vi3	--	--	va3	vo3							
277																			
278			PM	*-ʔw-									8	9	10	11			
279	D	7	that	*-ʔweB	(10)								wa3	va3	wə3	vɛi3			
280	D	8	碗 bowl	*-ʔwənB (D)									van3	van3	wan3	vjɛn3			
281	D	9	抉 to dig	*-ʔwetD	(10)								vet7	veːt7’	wun7	vɛt7			
282																			
283			Notes																
284		1	Changping Mien (Wang and Mao 18) has been substituted for Luoxiang Mien (8). Compare Tibeto-Burman *krwəy ‘son-in-law’. This connection is strengthened by the parallel ‘sister-in-law/daughter-in-law’ *ʔɲam (4.7/24) which closely resembles Tibeto-Burman *nam ‘daughter-in-law’ (Benedict 1987a). 																
285		2	See also /vi1/ (West Hmongic Gaopo, Fengxiang) and /vai1/ (West Hmongic Bunu). This is from Chinese 冠 ‘cap’ (OC *[k]ˤon > MC kwan > Man. guān, as in jī guān ‘cockscomb’).																
286		6	In White Hmong (3), ‘elder sister’.																
287																			
288			1.11	*-hw-															
289																			
290			PM	*-hw-									8	9	10	11			
291	D	1	園 garden	*-hwunA	(27)								hun1	vin1’	hun1	von1			
292																			
293			Notes																
294		1	The same word was borrowed separately into Hmongic as *waŋA (1.12/24).																
295																			
296			1.12	*-w-															
297																			
298	P		PHM	*-w-		1	2	3	4	5	6	7	8	9	10	11			
299	D	1	sky/heaven	*-wɛŋ	(22)	vɛ2	--	--	--	--	--	vɔ̃2	--	--	--	vaŋ2			
300	D	2	芋 taro	*-wouH	(13)	vu6	wə6	vaɯ6	wɯ6	woC	vau6	vɔ6	hou6	hɔu6	--	vu6			
301																			
302	P		PH	*-w-		1	2	3	4	5	6	7							
303	D	3	1sg (I/me)	*-wɛŋB	(22)	vi4	we4	--	--	--	va4	vɔ̃4							
304	D	4	園 garden	*-waŋA	(24)	vaŋ2	--	va2	wua2	--	vi2	ɦje2							
305	D	5	萬 ten thousand	*-wi̯aŋC	(26)	vaŋ6	--	va8	waŋ6	waŋC	--	--							
306																			
307			PM	*-w-									8	9	10	11			
308	D	6	皇 yellow	*-wi̯əŋA	(24)								waŋ2	vaŋ2	waŋ2	vjaŋ2			
309																			
310			Notes																
311		1	This is part of a very irregular set with Hmong-Mien *ɴɢɛuŋ ‘sky/heaven’ (6.6/22) and Hmong-Mien *ndɛuŋ ‘sky/heaven’ (2.6/22).																
312		4	The same word was borrowed separately into Mienic as *hwunA (1.11/27).																
313		6	Hmongic borrowed ‘yellow’ from Chinese 黃 (see 5-6’.3/24).																
314																			
315			1.16	*-pj-															
316																			
317	P		PHM	*-pj-		1	2	3	4	5	6	7	8	9	10	11			
318	D	1	three	*-pjɔu	(3)	pi1	pu1	pe1	pæ1a	pziA	pa1	po1	pu1	pu1	pau1	bu5			
319	D	2	bedbug	*-pji	(1)	--	--	--	--	--	pi1	pɪ5	pi1	pi1	pi1	bɛi1			
320	D	3	father/male	*-pjaX	(4)	pa3	pɑ3	tsi3	pi3a	paB	pe3	pa7	pwa3	fa3	--	--			
321	D	4	fruit	*-pji̯əuX	(1)	tsen3	pi3	tsi3	pei3a	pzeB	pi3	pje3	pjeu3	pjɔu3	pjau3	bɛu3			
322																			
323	P		PH	*-pj-		1	2	3	4	5	6	7							
324	D	5	crop of bird	*-pjinB	(18)	pi3	--	tsia5	pjein5a	puB	pai3	pẽ1							
325	D	6	to bear fruit	*-pjiC	(1)	tsen5	--	tsi5	pei5a	pzeC	--	--							
326																			
327			PM	*-pj-									8	9	10	11			
328	D	7	wooden basin	*-pjatD	(4)								pwat7	--	--	--			
329																			
330			Notes																
