												
												
	4. to push earth aside *phʉA (8)	phɛ1	--	phua1	pou1b	--	phau1	phɪ1				
	5. thunder *S-phoA (7)	ho1	so1	sɔ1	so1b	suA	xu1	(mo1)				
	6. thread *S-phoB (7)	fhə3	so3	sɔ3	so3b	suB	--	(mo3)				
	7. to twist/rub *S-phu̯aA (15)	fha1	-- 	sua1	sa1b	saA	va1’	--				
												
	PM *ph- 								8	9	10	11
	8. 奉 to carry in 2 hands *phu̯ɛŋB (22)								phwəŋ3	pɔŋ3	phɔŋ3	--
	9. 拂 to sweep *phu̯ətD (7)								phut7	--	--	--
												
	Discussion											
	‘Thunder’ here is probably related to Hmong-Mien *mpuə ‘thunder’ (1.4/16), and the Pa-Hng form for ‘thread’ suggests a similar pattern. A *ph- is reconstructed for ‘thunder’, ‘thread’ and ‘to twist/rub’ on the basis of ph- onsets in other locations: Fengxiang (West Hmongic), Qibainong Bunu, and Yaoli Bunu (9, 10, 11 in Wang and Mao 1995). The Pa-Hng forms in parentheses above pattern with Mienic, and suggest the reconstruction of an initial nasal element, but since the nasal element shows no trace in the other languages above, it may be that the nasal was “detachable”—that is, it was more likely to have been morphological than phonological. Finally, the reconstruction of an aspirated initial for these three words is tentative: Zongdi (4) voiceless “b” tones indicate an original [spread glottis] initial, but an old [spread glottis] initial may have been either an aspirated stop, a voiceless fricative, or a voiceless sonorant. A hypothetical S- prefix might have had the same effect on Zondgi tones as an aspirated initial, thus an original *S-p- for these three words (with secondary aspiration in Fengxiang, Qibainong Bunu, and Yaoli Bunu) is possible. See also ‘chaff/husk’ for a similar split (Hmongic *S-phjæC (1.17/5) and Mienic/Pa-Hng *mphi̯ɛk (1.5/1).											
												
	Notes											
	1. Jiangdi Mien (Wang and Mao 15) has been substituted for Luoxiang Mien (8). In White Hmong, this word serves as a classifier for sheets of skin or leather.											
	2. Jiangdi Mien (Wang and Mao 15) has been substituted for Luoxiang Mien (8). This word is pan-Asian: compare Proto Tai *phreːk ‘split open’; Chinese 劈 ‘split, chop, cleave’ (OC *(m-)pʰˤek > MC phek > Man. pī). These forms are probably from Chinese because of the non-correspondence in tones—they suggest an earlier borrowing in Mienic (from a form in * -k), and a later borrowing in Hmongic (after D > A).											
												
	1.3  *b-											
												
	PHM *b-	1	2	3	4	5	6	7	8	9	10	11
	1. flower *bi̯aŋ (24)	paŋ2	pei2	pa2	pua2	venA	pen2	pɛ2	pwaŋ2	faŋ2	pjaŋ2	pjaŋ2
	2. to see *bu̯ət (7)	poŋ8	--	pɔ8	po8	mpuD	pu8	pa8	pwat8	fat8	phi8	--
	3. 伏 to hatch/embrace *buəH (16)	pə6	--	pua6	pəa6	vaC	pu6	po6	pu6	pu6	pu6	pu6
												
	PH *b-	1	2	3	4	5	6	7				
	4. female/woman *boA (7)	--	--	pɔ2	--	vuA	--	--				
	5. to repay *bu̯eiA (12/17)	pə2	pi2	pau2	pɔ2	vuA	--	--				
	6. face *bowB (13)	--	--	--	pɯ4	--	--	--				
	7. mountain *bæwB (3)	pi4	--	pe8	pe4	veiB	--	--				
	8. bracelet *bɔC (6)	--	pɔ6	pau6	po6	vuC	--	po6				
	9. pus *bu̯eiC (12/17)	pu6	pɔ6	pau6	po6	vuB	pei6	pɪ6				
	10. shoulder *bʉC (8)	--	pə6	pɯ6	--	vuC	--	--				
	11. 腐 bad/spoiled *bu̯aB (15)	pa4	pɑ4	pua4	pəa4	vuB	--	--				
												
	PM *b-								8	9	10	11
	12. to hold w/2 hands *bouA (13)								pou2	pɔu2	--	--
	13. 平 level *beŋA (29)								pɛŋ2	peːŋ2	pɛ2	pɛŋ2
	14. 耙 to rake *baA (4)								pa2	pa2	--	pa2
	15. 薄 thin *bi̯ɛkD (1)								pwa8	fa6	--	pjɛ8
	16. 白 white *bækD (5)								pɛ8	pe6	phɛ8	pa8
												
	Discussion											
	Proto Hmong-Mien ‘hand/arm’ and Proto Hmongic ‘thorn’ are best reconstructed with this initial, although the correspondence is obscured by the process of “prefix pre-emption” (Matisoff 1997). See discussion in chapter 2, section 2.1.2 and chapter 4, section 4.2.3.											
												
		1	2	3	4	5	6	7	8	9	10	11
	hand/arm *-bɔuX (3)	pi4	tɯ4	te4	ʂe4	weiB	tʃa4	tɛ-pɯ4	pu4	pu4	pau4	pu4
	thorn *-boB (7)	pə4	to4	pɔ4	pɯ4	vuB	--	--				
												
	In addition to the forms above, Hmongic Ho Ne (She) forms belonging to these sets have corresponding rimes and tones, but velar initials (‘hand’ /khwa4/ and ‘thorn’ /khɤ4/).											
												
	Notes											
	1. The -w- in Luoxiang Mien (8) is secondary: -j- dropped, then -w- developed between a labial and /a/. Compare Austronesian *buŋa ‘blossom of fructifying tree or bush’ (ACD), Written Burmese /pwɑŋ1/ ‘blossom’, and Laqua (Tai-Kadai) /puŋ/ ‘flower’ (Benedict 1975:295).											
	3. Compare the semantics of Chinese 抱 bào ‘hold in arms, embrace; hatch, brood’. The meaning ‘to hatch’ is attested across the family; the additional meaning ‘to embrace’ is attested only in Hmongic.											
	4. Xuyong /po2/, Shimen /po2/ (Office of Miao-Yao Research Lexicon 1987). Perhaps borrowed from Chinese 婦 ‘wife, married woman’ (MC bjuwX > Man. fù), although the tones do not correspond.											
	6. Also Shimen /bey4I/, Qingyan /pau4/, Gaopo /pə4/, Fengxiang /pɔ4/ (Wang and Mao 1995). Xuyong /bleu4/ with medial -l- may also be cognate (in Xuyong /bleu4 plho7/, Office of Miao-Yao Research Lexicon [1987]; for the second element, compare White Hmong /phlu5/‘cheek’).											
	7. White Hmong ‘up there on the slope’. The tone in White Hmong is the result of a recent morphological class formation by tone-shift (geographical feature > locative) (Ratliff 1992a:104-112).											
	8. Green Mong has been substituted for White Hmong (3).											
	12. Jiangdi Mien (Wang and Mao 15) has been substituted for Luoxiang Mien (8).											
	15. The -w- in Luoxiang Mien (8) is secondary: see note 1 above.											
												
	1.4  *mp-											
												
	PHM *mp-	1	2	3	4	5	6	7	8	9	10	11
	1. thunder *mpuə (16)	--	--	--	--	--	--	mo1	bu1	bu5	--	bjau1
	2. to dream *mpeiH (12/17)	pu5	mpei5	mpau5	mpɔ5a	mʔpuC	mpe5	mi5	bei5	bei5	bəi5	bɛi5
	3. name *mpɔuH (3)	pi5	mpu5	mpe5	mpæ5a	mʔpeiC	mpa5	mo5	bu5’	bu5	bau5	bu5
	4. 沸 to boil (intr) *mpu̯eiH (12/17)	--	--	mpau5	mpɔ5a	mʔpuC	mpei5	mɪ5	bwei5’	vei5	--	bui5
												
	PH *mp-	1	2	3	4	5	6	7				
	5. to hold in mouth *mpæB (5)	--	--	mpua3	mpa3a	mʔpziB	--	--				
	6. pig *mpæC (5)	pa5	mpa5	mpua5	mpa5a	mʔpeiC	mpei5	me5				
	7. to throw on (clothes) *mpu̯aC (15)	pa5	--	mpua5	mpa5a	--	--	ma5				
												
	PM *ʔb- (< *mp- )								8	9	10	11
	8. loud/sound *ʔbujA (9)								bui1	buːi1’	bəi1	bai1
	9. bat (animal) *ʔbujA (9)								bui1	buːi1’	bəi1	bai1
	10. monkey *ʔbiŋA (18)								biŋ1	biːŋ1	--	bjaŋ1
	11. grey *ʔbɔuB (3)								bu2	bu3	bau3	--
	12. rock *ʔbeŋC (29)								bɛŋ5'	--	bɛ5	bɛŋ5
	13. 報 to tell *ʔboC (7)								bu5'	bu5	bu5	bɔu3
												
	Discussion											
	In this and all subsequent prenasalized onset sets, following L-Thongkum (1993),											
	 Hmong-Mien (*NT-) > Mienic (*ʔD-)											
	 Hmong-Mien (*NTH-) > Mienic (*DH-)											
	 Hmong-Mien (*ND-) > Mienic (*ND-)											
	Without reconstructing more material than absolutely necessary, this gives enough information to account for (1) the voiced onsets that regularly correspond to Hmong-Mien prenasalization in each case, and (2) the correct tonal register: 1, 3, 5, and 7 after glottalized and aspirated onsets (*ʔD-, *DH-), and 2, 4, 6, and 8 after voiced onsets (*ND-).											
												
	Notes											
	1. This may be related to Hmongic ‘thunder’ *S-phoA. See discussion under 1.2 above.											
	2. Jinxiu Mien (8) from L-Thongkum 1993:205.											
	6. Compare Tibeto-Burman *pʷak ‘pig’.											
	7. In White Hmong, ‘to wrap around the body’. Possibly from Chinese 被 ‘to cover self’ (OC *m-p(r)ajʔ > MC bjeX > Man. bèi).											
	8. The Mun (9) tone subcategorization suggests aspirated initial; L-Thongkum reconstructs Proto Mienic *bhui A (1993:215).											
	10. The Hmongic word for ‘monkey’ (*ʔlinA 2.40/18) has the same tone and rime as this word, but begins with a different initial. To join the two at the Hmong-Mien level, Benedict (1975:338) reconstructed a cluster: *ʔbliŋ.											
	11. In Hainan Mun, the cognate means ‘blue’ and the word for ‘grey’ is the compound ‘white-blue’; in Biao Min, it also means ‘mildew, mold’ (Solnit 1982).											
												
	1.5  *mph-											
												
	PHM *mph-	1	2	3	4	5	6	7	8	9	10	11
	1. chaff/husk *mphi̯ɛk (1)	--	--	--	--	--	--	m̥e5	bwa7	va7’	bja7	bjɛ7
	2. 噴 to scatter/sprinkle *mphu̯ənH (29)	--	mphu5	mphɔŋ5	--	mʔphoŋC	--	--	bwan5	ban5	--	--
												
	PH *mph-	1	2	3	4	5	6	7				
	3. ant *mphæB (5)	phen3	mpha3	--	--	--	mphai3	m̥je3				
												
	PM *bh- (< *mph- )								8	9	10	11
	4. 拍 to clap *bhækD(5)								bɛ7	be4	bɛ7	--
												
	Notes											
	1. See Hmongic *S-phjæC ‘chaff/husk’ (1.17/5), and discussion of words that pattern similarly under 1.2. The -w- in Luoxiang Mien (8) is secondary: -j- dropped, then -w- developed between a labial and /a/.											
	2. Changping Mien (Wang and Mao 18) has been substituted for Luoxiang Mien (8).											
	4. This is probably the source for Hmongic *mbæA ‘to clap’ (1.6/5) as well.											
												
	1.6  *mb-											
												
	PH *mb-	1	2	3	4	5	6	7				
	1. to cover *mboC (7)	mə6	--	mpɔ6	mpu6	mpuC	--	pho5				
	2. 拍 to clap *mbæA (5)	ma2	ma2	mpua2	mpa2	mpziA	--	--				
												
	PM *mb-								8	9	10	11
	3. 婦 daughter-in-law/bride *mbu̯ɛŋB (22)								bwəŋ4	bɔŋ4	bɔŋ4	--
	4. 浮 to float *mbi̯̯əuA (1)								bjeu2	bjɔu2	bjau2	bɛu2
												
	Notes											
	2. This is probably the source for Mienic *bhæk ‘to clap’ (1.5/5) as well.											
	3. Although this word probably comes from Chinese 婦 ‘woman/wife’ (OC *Cə.[b]əʔ > MC bjuwX > Man. fù), Chinese has no final nasal.											
												
	1.7  *ʔm-											
												
	PHM *ʔm-	1	2	3	4	5	6	7	8	9	10	11
	1. illness/pain *ʔmun (27)	moŋ1	moŋ1	mɔ1	məŋ1a	ʔmoŋA	mɐŋ1	mæ̃1	mun1	mun1	mən1	man1
												
	PH *ʔm-	1	2	3	4	5	6	7				
	2. to grasp *ʔmu̯ɛA (11)	mɛ1	me1	mua1	muɑ1a	--	--	--				
												
	PM *ʔm-								8	9	10	11
	3. green/blue *ʔmeŋA (29)								mɛŋ1	meːŋ1	mɛ1	mɛŋ1
												
	Notes											
	2. In Zongdi, ‘to grasp’ has narrowed to mean ‘to take a wife’. There is a morphological relationship between ‘to grasp’ and the more widespread Hmong-Mien word ‘to have’ (1.9/11) that can be attributed to either a voiceless causative prefix on ‘to grasp’ (of which the glottal element is a trace) or a voiced stative prefix on ‘to have’ (which would account for the /n-/ initial in Mun). For more discussion, see chapter 4.											
												
		1	2	3	4	5	6	7	8	9	10	11
	to grasp H *ʔmu̯ɛA (<*ʔ-mɛj)	mɛ1	me1	mua1	muɑ1a	--	--	--				
	to have HM *n-mɛj	mɛ2	me2	mua2	--	maA	mɔ2	mɪ̃2	maːi2	naːi2	ma2	--
												
	3. Hmongic *mpruA ‘green/blue’ (1.49/16) may be related.											
												
	1.8  *hm-											
												
	PHM *hm-	1	2	3	4	5	6	7	8	9	10	11
	1. flea *hmiəŋ (23)	m̥hen1	--	hm̥ɔ1	mɔŋ1b	m̥enA	mɔ1	n̩1	mɛŋ1	muŋ1’	m̥au1	mɔŋ1
	2. vine *hmein (25)	--	ɕi1	hm̥a1	ma1b	m̥oŋA	m̥e1’	m̥a1	m̥ei1	mei1’	m̥əi1	mɛi1
	3. to taste/try *hmeiH (12/17)	m̥hu5	--	--	--	--	--	--	--	--	m̥i5	--
	4. night *hməŋH (21)	m̥haŋ5	m̥hɑŋ5	hm̥ɔ5	mɔ5b	m̥oŋC	--	mæ̃4	m̥aŋ3	--	m̥ɔŋ5	mɔŋ5
												
	PH *hm-	1	2	3	4	5	6	7				
	5. Hmong *hmʉŋA (30)	m̥hu1	ɕoŋ1	hm̥ɔŋ1	maŋ1b	m̥joA	--	ŋ̥ŋ1				
	6. wild dog *hmaŋC (24)	m̥hɑŋ5	--	hm̥a5	ma5b	--	--	--				
												
	PM *hm-								8	9	10	11
	7. animal fat/oil *hmejA (10)								m̥ei1	mei1’	m̥əi1	mi1
	8. 面 face *hmienA (C)								mjen1	min1’	m̥in1	mɛn1
	9. 米 husked rice *hmeiB (12/17)								m̥ei3	mei3	m̥i3	mɛi3
												
	Notes											
	2. Possibly the same as Chinese 蔓 ‘creeping plant’ (OC *ma[n]-s > MC mjonH > Man. wàn).											
	3. Both ‘to taste/try’ and ‘to sniff at’ (Hmong-Mien *hmji̯əmH, 1.23/18) mean to taste or smell intentionally. Different words exist for ‘to taste’ and ‘to smell’ unintentionally. Possibly related to Chinese 味 ‘taste (n.)’ (OC *m[ə][t]-s > MC mjɨjH > Man. wèi).											
	4. Chinese 晚 ‘evening’ (Man. wǎn) > Mien /muən1/ seems to be different. More likely connections are to Tibeto-Burman *s-muːŋ ‘dark’ or Mon-Khmer *m[h][ɯə]h ‘evening, night’ (Shorto #264) or *maŋ ‘night, evening’ (Shorto #638). 											
	5. ‘Mien’ and its variants is probably from Chinese 民 ‘people’ (OC *mi[n] > MC mjin > Man. mín).											
	6. This word refers variously to ‘wolf’, ‘fox’, ‘jackal’, etc. Compare Proto Tai *hma1 ‘dog’.											
	7. Compare Austronesian *SimaR ‘grease/oil/fat’ (ACD).											
	9. Same as Chinese 米 ‘husked rice’ (OC *[m]ˤijʔ > MC mejX > Man. mǐ) and Tibeto-Burman *may, but the immediate source is unclear because of the voiceless initial. Compare AN *Semay ‘cooked rice’.											
												
	1.9  *m-											
												
	PHM *m-	1	2	3	4	5	6	7	8	9	10	11
	1. 2sg (you) *mu̯ei (8)	moŋ2	mɯ2	--	--	--	mɐŋ2	mɯ6	mwei2	mei2	məi2	mui2
	2. 2pl (you) *mi̯əu (1)	maŋ2	me2	ne2	mein2	menA	--	mɯ5	--	njou2	--	--
	3. fine (flour) *mənX/H (21)	moŋ4	mɑŋ4	mɔ4	--	--	--	mæ̃4	mwən6	--	mun6	mun6
	4. eye *mu̯ɛjH (11)	mɛ6	me6	mua6	moŋ6	maC	mɔ6	mɪ̃6	mwei6	ŋwei6	mi6 	mai2
	5. to have *n-mɛj (11)	mɛ2	me2	mua2	--	maA	mɔ2	mɪ̃2	maːi2	naːi2	ma2	--
	6. to go *n-mʉŋ(X) (30)	moŋ4	moŋ4	mu4	məŋ4	muB	ŋ̥ŋ4	nɪ̃2	miŋ2	niŋ2	--	mi2
	7. 買 to buy *mɛjX (11)	mɛ4	--	mua4	--	maB	mɔ1	mɪ̃6	maːi4	maːi4	--	mai4
	8. 賣 to sell *mɛjH (11)	mɛ4	me6	mua6	moŋ6	maC	mɔ4	mɪ̃6	maːi6	maːi6	ma6	mai6
	9. 蠓 fly (n.) *məuŋX (21)	--	mɑŋ4	mɔ4	moŋ4	moŋB	mɐŋ4	mæ̃4	--	--	mə4	mɔŋ4
	10. 望 to look at *maŋH (24)	--	--	--	--	--	--	--	--	ŋwaːŋ6	mə6	mɔŋ6
												
	PH *m-	1	2	3	4	5	6	7				
	11. persimmon *minB (18)	mi4	mɛ4	--	--	menB	--	--				
	12. wheat *muŋC (27)	maŋ4	--	mɔ6	məŋ6	muC	--	--				
	13. female *minD (18)	mi8	--	nia8	mi8	menC	mai8	mɛ̃7				
												
	PM *m-								8	9	10	11
	14. bee *mu̯eiB (8)								mwei4	ŋwei4	mi4	mui4
	15. brother *mɔuB (3)								mai4	--	mau4	mu4
	16. carrying pole *mu̯əŋB (29)								moŋ5	muŋ4	mɔŋ4	--
	17. to return home *muB (16)								mu4	mu4	mu4	mu4
	18. thick/dense *makD (4)								ma8	ma6	--	mɔu8
	19. 霧 fog *mowC (16)								mou6	--	--	mu6
	20. 廟 temple *miuC (A)								miu6	miu6	--	miu6
												
	Notes											
	1. Similar to the Austronesian 2pl root *-mu (ACD); the 2pl root was extended to the 2sg in Austronesian. Western Hmongic has a different root: *gʉA (5.3/8).											
	2. The Hmongic forms except for Pa-Hng (7) are from Wang 1994: the Pa-Hng is from Niederer 1997. The Mun form (9) is from Shintani and Yang 1990.											
	4. Possibly from Chinese 目 ‘eye’ (OC *[m][u]k > MC mjuwk > Man. mù).											
	5. On the relationship of ‘to grasp’ and ‘to have’, see note 2 under 1.7 above.											
	5 & 6. A pre-initial *n- is tentatively reconstructed for these two words on the basis of initial n- in Mun.											
	10. Hmongic cognates of this word may also be Ho Ne (She) /mɔ8/ and Shimen (West Hmongic) /maɯ5/, so it is given here as Proto Hmong-Mien.											
	13. In White Hmong, ‘mother’.											
	19. Jiangdi Mien (Wang and Mao 15) has been substituted for Luoxiang Mien (8). Compare Cantonese /mou6/.											
	20. There is a Bunu cognate /mjɔ6/ ‘temple’, but this does not give enough evidence to place this word in one of the major rime sets.											
												
	1.10  *ʔw-											
												
	PHM *ʔw-	1	2	3	4	5	6	7	8	9	10	11
	1. son-in-law *ʔweiX (12/17)	--	--	vau3	wɔ3a	ʔwuB	ve3	vi3	vei3	--	--	vɛi3
	2. 冠 crest/comb *ʔwi̯æn (1)	--	--	ʔi1	--	ʔweA	--	--	--	--	--	vɔn1
												
	PH *ʔw-	1	2	3	4	5	6	7				
	3. cherry *ʔwaA (4)	va1	wɑ1	--	ʑi1a	--	--	--				
	4. winnowing fan *ʔwaŋA (24)	vaŋ1	wei1	va1	wua1a	ʔwenA	ven1	vɛ1				
	5. to cover self *ʔwoB (7)	--	--	vɔ3	wo3a	ʔwuB	--	va3				
	6. wife *ʔwæwB (3)	vi3	--	vi3	--	--	va3	vo3				
												
	PM *ʔw-								8	9	10	11
	7. that *ʔweB (10)								wa3	va3	wə3	vɛi3
	8. 碗 bowl *ʔwənB (D)								van3	van3	wan3	vjɛn3
	9. 抉 to dig *ʔwetD (10)								vet7	veːt7’	wun7	vɛt7
												
	Notes											
	1. Changping Mien (Wang and Mao 18) has been substituted for Luoxiang Mien (8). Compare Tibeto-Burman *krwəy ‘son-in-law’. This connection is strengthened by the parallel ‘sister-in-law/daughter-in-law’ *ʔɲam (4.7/24) which closely resembles Tibeto-Burman *nam ‘daughter-in-law’ (Benedict 1987a). 											
	2. See also /vi1/ (West Hmongic Gaopo, Fengxiang) and /vai1/ (West Hmongic Bunu). This is from Chinese 冠 ‘cap’ (OC *[k]ˤon > MC kwan > Man. guān, as in jī guān ‘cockscomb’).											
	6. In White Hmong (3), ‘elder sister’.											
												
	1.11  *hw-											
												
	PM *hw-								8	9	10	11
	1. 園 garden *hwunA (27)								hun1	vin1’	hun1	von1
												
	Notes											
	1. The same word was borrowed separately into Hmongic as *waŋA (1.12/24).											
												
	1.12  *w-											
												
	PHM *w-	1	2	3	4	5	6	7	8	9	10	11
	1. sky/heaven *wɛŋ (22)	vɛ2	--	--	--	--	--	vɔ̃2	--	--	--	vaŋ2
	2. 芋 taro *wouH (13)	vu6	wə6	vaɯ6	wɯ6	woC	vau6	vɔ6	hou6	hɔu6	--	vu6
												
	PH *w-	1	2	3	4	5	6	7				
	3. 1sg (I/me) *wɛŋB (22)	vi4	we4	--	--	--	va4	vɔ̃4				
	4. 園 garden *waŋA (24)	vaŋ2	--	va2	wua2	--	vi2	ɦje2				
	5. 萬 ten thousand *wi̯aŋC (26)	vaŋ6	--	va8	waŋ6	waŋC	--	--				
												
	PM *w-								8	9	10	11
	6. 皇 yellow *wi̯əŋA (24)								waŋ2	vaŋ2	waŋ2	vjaŋ2
												
	Notes											
	1. This is part of a very irregular set with Hmong-Mien *ɴɢɛuŋ ‘sky/heaven’ (6.6/22) and Hmong-Mien *ndɛuŋ ‘sky/heaven’ (2.6/22).											
	4. The same word was borrowed separately into Mienic as *hwunA (1.11/27).											
	6. Hmongic borrowed ‘yellow’ from Chinese 黃 (see 5-6’.3/24).											
												
	1.16  *pj-											
												
	PHM *pj-	1	2	3	4	5	6	7	8	9	10	11
	1. three *pjɔu (3)	pi1	pu1	pe1	pæ1a	pziA	pa1	po1	pu1	pu1	pau1	bu5
	2. bedbug *pji (1)	--	--	--	--	--	pi1	pɪ5	pi1	pi1	pi1	bɛi1
	3. father/male *pjaX (4)	pa3	pɑ3	tsi3	pi3a	paB	pe3	pa7	pwa3	fa3	--	--
	4. fruit *pji̯əuX (1)	tsen3	pi3	tsi3	pei3a	pzeB	pi3	pje3	pjeu3	pjɔu3	pjau3	bɛu3
												
	PH *pj-	1	2	3	4	5	6	7				
	5. crop of bird *pjinB (18)	pi3	--	tsia5	pjein5a	puB	pai3	pẽ1				
	6. to bear fruit *pjiC (1)	tsen5	--	tsi5	pei5a	pzeC	--	--				
												
	PM *pj-								8	9	10	11
	7. wooden basin *pjatD (4)								pwat7	--	--	--
												
	Notes											
	1. In addition to Fuyuan (5), forms suggesting -j- are Shimen /tsi1/, Fengxiang /tsi1/.											
	2. Forms with -j- appear in Ho Ne /pji3/, Jiangdi Mien /pje1/, and Xiangnan Mien /pje1/.											
	3. Compare Chinese 父 ‘father’ (OC *[b](r)aʔ > MC bjuX > Man. fù). See also Hmong-Mien ‘husband’ *N-poX (1.1/7).											
	4. See also West Hmongic Xuyong /tsɿ5/, Shimen /tsi5/ and Bunu /pi5/ (Office of Miao-Yao Research Lexicon 1987). Compare the Hmongic derivative *pjiC ‘to bear fruit’ (1.16/1).											
	6. ‘To bear fruit’ is a C-tone derivative of Hmong-Mien *pji̯əuX ‘fruit’ (1.16/1); see chapter 4.											
	7. *pj- is reconstructed on the basis of Mien forms /pjet7/ and /pje7/ (Wang and Mao 15 and 16).											
												
	1.17  *phj-											
												
	PH *phj-	1	2	3	4	5	6	7				
	1. to burn (tr) *phjæwB (3)	phi3	--	--	--	--	v̥a3	pho3				
	2. half *phjeC (10)	--	--	--	pje7b	phjeC	--	--				
	3. chaff/husk *S-phjæC (5)	fha5	sa5	sua5	sa5b	siB	v̥ei5	(m̥e5)				
												
	Notes											
	3. Compare Hmong-Mien *mphi̯ɛk ‘chaff/husk’ (1.5/1) and see discussion of words that pattern similarly under 1.2.											
												
	1.18  *bj-											
												
	PHM *bj-	1	2	3	4	5	6	7	8	9	10	11
	1. to enter *bju̯ɛk (9)	pə6	pɔ5	--	--	--	pɔ6	pɯ6	pja8	--	phja8	pjɛ8
												
	1.19  *mpj-											
												
	PHM *mpj-	1	2	3	4	5	6	7	8	9	10	11
	1. 補 to repair/mend *mpjaX (4)	pu3	mpɑ3	ntsi3	mpi3a	mʔpaB	mpan3	ma3	bwa3	va3	bja3	bjɛ3
												
	1.20  *mphj-											
												
	PH *mphj-	1	2	3	4	5	6	7				
	1. daughter/girl *mphjeD (10)	phi7	mphɑ7	ntshai7	mpje7b	mʔphjeD	phai7	phe7				
												
	1.21  *mbj-											
												
	PHM *mbj-	1	2	3	4	5	6	7	8	9	10	11
	1. 辮 to braid/a braid *mbjinX (18)	mi4	--	ntsia4	mpjein4	mpen4	pjen6	ma1	bin4/bin5	bin4	--	pin4/bjɛn6
												
	PM *mbj-								8	9	10	11
	2. young man *mbjauA (5)								bjaːu2	baːu2	--	--
												
	Notes											
