																	
		tsyhek (MC)	赤	chì  ‘red’	>	M *sekD											
																	
	Discussion																
	In set 2c above, *ik is reconstructed for Hmong-Mien, despite the reflexes in -it in Mienic, because the Hmongic reflexes have tone 5:  Hmong-Mien D-tone syllables ending in -k regularly go to the corresponding register of the C-tone in Hmongic.																
																	
	Notes																
	3. The variability of tone may be due to this word rarely being used in isolation.  For example, in White Hmong (3) it is part of the unanalyzable word dabtsi ‘what’, and tone sandhi rules would explain a change from tone 3 to tone 5.																
	4. In White Hmong, this means ‘cowlick’ (an errant patch of hair growing anywhere).																
	5. Possibly from Chinese 帶 ‘belt, girdle’ (MC tajH > Man. dài), although the Chinese initial is not aspirated.																
	7. Perhaps the same as Chinese 狸 ‘wildcat’ (OC *[m]ə.rə > MC li > Man. lí) from a variant bù lái indicating an initial *pə- (Sagart 1999:88). In Hmong-Mien the word would have had a final -p or -t, so this may be a loan from Hmong-Mien to Chinese.																
	8. ‘One’ is highly irregular, which is to be expected since it is both short and frequently used. It is the same as Chinese 一 ‘one’ (OC *ʔi[t] > MC ʔjit > Man. yī); see chapter 5. The Jiongnai (6) form is from Mao and Li 2001.																
	9. Possibly from Chinese 攪 ‘disturb, stir’ (OC *kˤruʔ > MC kæwX > Man. jiǎo), but the tones do not correspond.  Biao Min /khla1/ (Solnit 1982) means ‘turn over, stir’ (of drying grain, stir frying), hence this reconstruction with medial -l-, despite the problem with aspiration.  In Hainan Mun ‘to fry in oil or fat’ is /tjiː1/.  The rime does not correspond—it is probably a late borrowing from 煎 ‘to fry’ (Man. jiān).																
	13. Jiangdi Mien (Wang and Mao 15) has been substituted for Luoxiang Mien (8).  Although some Mienic forms end in -t, the tone correspondence 7 Mienic to 5 Hmongic is usually indicative of final -k. 																
																	
	3																
	3a. H *æw																
		1	2	3	4	5	6	7	H							Initial	H
	1. to sow	--	pʐo1	tʂe1	pʐæ1a	pjiA	--	--	*æw							1.46.1	*prjæwA
	2. steel	sha1	sɯ1	--	sæ1b	--	-- 	tɕo1	*æw							3.2	*tshæwA
	3. to sweep	ʨhi1	--	che1	ʨæ1b	ʨhiA	--	--	*æw							4.2	*chæwA
	4. river	--	--	de2	--	ʁleiA	--	--	*æw							6.33	*ɢlæwA
	5. body/trunk	ʨi3	ʨɯ3	ce3	ʨæ3a	ʨiB	--	--	*æw							4.1	*cæwB
	6. to burn (tr)	phi3	--	--	--	--	v̥a3	pho3	*æw							1.17	*phjæwB
	7. wife	vi3	--	vi3	--	--	va3	vo3	*æw							1.1	*ʔwæwB
	8. leg/branch	ʨi4	kɯ4	ce6	ʨe4	ʑaB	--	--	*æw							4.3	*ɟæwB
	9. mountain	pi4	--	pe8	pe4	veiB	--	--	*æw							1.3	*bæwB
	10. to carry on shoulder	ʨi5	--	--	ʨæ5a	--	--	--	*æw							4.1	*cæwC
	11. to climb	ʨi5	ȵʨɯ5	ɲce5	ȵʨæ5a	ȵʔʨiC	ntja5	--	*æw							4.4	*ɲcæwC
	12. egg	ki5	--	qe5	hæ5a	qwjiC	kja5	ko5	*æw							05/06/01	*qæwC
	13. frost	ta5	tɯ5	te5	tæ5a	tiC	ða5	no5	*æw							2.1	*tæwC
	14. near	ɣi5	ʐɯ5	ʐe5	ʐæ5a	ʔwjiC	ŋkja5	jo5	*æw							2.55	*-ʔræwC
	15. to soak	--	ȵʨɯ5	ɳtʂe5	ntsæ5a	nʔʦiC	ɳʧa5	ȵʨo5	*æw							3.19	*ntsjæwC
																	
	Chinese loanwords in set 3a:	*mə-qˤ(r)o (OC)	>	kuw (MC)	鉤	gōu ‘hook’	>	H *ɴqæwC									
		*[tsʰ]rək (OC)	>	tsrhik (MC)	畟	cè ‘sharp-cutting’	>	H *ntsjæwC ‘sharp’									
		*N-t<r>ək (OC)	>	drik (MC)	直	zhí ‘straight/vertical’	>	H *ndzjæwC ‘vertical/upright’ ‘Upright/erect’ is attested only in Xianjin and Shimen (Wang 1994) and in White Hmong (ntseg ‘erect/vertical/steep’), closely related West Hmongic dialects.									
																	
	3b. HM *æu (113, 259)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM/M
	16. ear	zɛ2	mʐɯ2	ɳtʂe2	mpʐæ2	mpjiA	mpja2	mjo2	*æw	*æu	*æu	--	--	blau2	bju2	1.51	*mbræu
	17. mushroom	ʨi1	ŋkɯ1	ɲce1	ȵʨæ1a	ȵʔʨiA	ɳtʃa1	ŋo1	*æw	*æu	*æu	ʨeu1	sɔu1	ȶau1	ku1	5.19	*ŋkjæu
	18. pillar	ȵi2	ȵɯ2	ɲce2	ȵʨæ2	ȵʨiA	--	ŋo2	*æw	*æu	*æu	--	--	ʨɔu2	--	4.6	*ɲɟæu
	19. uncle	ʑu5	ʑo4	--	--	--	ja2	jo4	*æw	*æu	*æu	--	jɔu4	--	--	4.12	*jæuX
	20. to sharpen/grind										*æu	ʥeu5	gjɔu5’	ȡau5	dziu5	2.2	*dhjæuC
	21. to sweep										*æu	--	ȡɔu5	--	--	4.4	*ʔɟæuC
																	
	Chinese loanword in set 3b:	gjew (MC)	蕎	qiáo ‘buckwheat’	>	HM *ɟæu											
																	
	3c. HM *əu (96)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM/M
	22. earth	ta1	tɯ1	te1	tæ1a	tiA	ta1	to1	*æw	*əu	*əu	dau1	--	--	--	2.1	*N-təu
	23. stone	ɣi1	ʐɯ1	ʐe1	ʐæ1a	ʔwjiA	ŋkja1	jo1	*æw	*əu	*əu	gau1	gjau1	lau1	dzu1	2.55	*-ʔrəu
	24. long (time)	la2	lɯ2	le2	læ2	liA	la2	lo2	*æw	*əu	*əu	lau2	lau2	--	lu2	2.42	*ləu
	25. rice plant/paddy	na2	nɯ2	mple2	mplæ2	--	mpla2	mjo2	*æw	*əu	*əu	blau2	blau2	blau2	bjau2	1.36	*mbləu
	26. house	tsɛ3	pʐɯ3	tʂe3	pʐæ3a	peiB	pja3	pjo3	*æw	*əu	*əu	pjau3	pjau3	pla3	pju3	1.46.1	*prjəuX
	27. road/way	ki3	kɯ3	ke3	kæ3a	ʨiB	kja3	ko3	*æw	*əu	*əu	kjau3	kjau3	kla3	tsu3	5.31	*kləuX
	28. salt	ɕi3	ȵʨɯ3	ɳtʂe3	ntsæ3a	nʔʦiB	--	ȵo3	*æw	*əu	*əu	dau3	dau3	dza3	--	3.19	*ntsjəuX
	29. fish	zɛ4	mʐɯ4	ɳtʂe4	mpʐe4	mpjiB	mpja4	mjo4	*æw	*əu	*əu	bjau4	bjau4	bla4	bju4	1.51	*mbrəuX
	30. nest	ɣi4	ʐɯ4	ʐe4	ʐe4	wjiB	ŋkja4	--	*æw	*əu	*əu	gau4	gjau4	la4	--	2.57	*-rəuX
	31. to lay eggs	na6	--	nte6	nte6	ntiC	tei5	no6	*æw	*əu	*əu	--	--	dau6	du6	2.6	*ndəuH
	32. egg										*əu	kjau5’	kjau5	klau5	tsu5	5.31	*kləuC
																	
	Chinese loanword in set 3c:	*ʔˤuʔ (OC)	>	ʔawX (MC)	媼	ǎ̀o ‘old woman’	>	HM *ʔəuX ‘elder sister/wife’									
																	
	3d. HM *au (76, 95, 177)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM/M
	33. to answer	ta1	tɯ1	te1	tæ1a	tiA	ta1	no1	*æw	*au	*au	--	tau1	--	du1	2.1	*tau
	34. long	ta3	ntɯ3	nte3	ntæ3a	nʔtiB	ða3	to3	*æw	*au	*au	daːu3	daːu3	da3	du3	2.4	*ntauX
	35. to warm self by fire 	ta5	ntɯ5	nte5	ntæ5a	nʔtiC	nta5	no5	*æw	*au	*au	--	daːu5	dau5	du5	2.4	*ntauH 
	36. mouse/rat										*au	naːu4	--	--	--	2.9	*nauB 
																	
	3e. HM *ɔu (77, 244)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM/M
	37. three	pi1	pu1	pe1	pæ1a	pziA	pa1	po1	*æw	*ɔu	*ɔu	pu1	pu1	pau1	bu5	1.16	*pjɔu
	38. 1pl (we/us)	pi1	pɯ1	pe1	pæ1a	peiA	pa1	pɯ5	*æw	*ɔu	*ɔu	--	pu1	--	bu1	1.1	*N-pɔu
	39. hand/arm	pi4	tɯ4	te4	ʂe4	weiB	tʃa4	tɛ-pɯ4	*æw	*ɔu	*ɔu	pu4	pu4	pau4	pu4	1.3	*-bɔuX
	40. name	pi5	mpu5	mpe5	mpæ5a	mʔpeiC	mpa5	mo5	*æw	*ɔu	*ɔu	bu5’	bu5	bau5	bu5	1.4	*mpɔuH
	41. table										*ɔu	du2	nu2	--	--	2.6	*ndɔuA
	42. blind										*ɔu	bu3	bu4	--	--	1.34	*ʔblɔuB
	43. to burn										*ɔu	pu3	pu3	pau3	bu3	1.1	*pɔuB
	44. grey										*ɔu	bu2	bu3	bau3	--	1.4	*ʔbɔuB
	45. to wait										*ɔu	ʨu3	ȶu3	ȶu3	--	2.16	*tjɔuB
	46. brother										*ɔu	mai4	--	mau4	mu4	1.9	*mɔuB
																	
	Chinese loanword in set 3e:	huwX (MC)	厚	hòu ‘thick’	>	M *ɦɔuB											
																	
	3f. HM *uw (115)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM/M
	47. far	--	qɯ1	de1	hwæ1a	qweiA	kwa1	ko1	*æw	*uw	*u	ko1	ku1	ku1	kɔu1	6.1	*qʷuw
	48. dog	l̥a3	qwɯ3	de3	l̥æ3a	qleiB	kla3	ka-ljɔ̃7	*æw	*uw	*u	klo3	klu3	klu3	ku3	6.31	*qluwX
	49. good/tasty										*u	--	ku3	--	kɔm3	5.2	*khuB
																	
	Discussion																
	The details of the phonetic values assigned to the subsets of set 3 are approximate: the general pattern of a back vowel followed by a back rounded vowel is what they all share, however, and what allowed them to merge into Hmongic *-æw.																
																	
	Notes																
	3 & 21. These two sets of forms meaning ‘to sweep’ have the same rime and place of articulation, but differ in tone and aspiration.																
	5 & 8. These two words appear to be morphologically related.  The difference in initial voicing may have been due to a prefix; see chapter 4.																
	7. ‘Elder sister’ in White Hmong (3).																
	9. White Hmong ‘up there on the slope’. The tone in White Hmong is the result of a recent morphological class formation by tone-shift (geographical feature > locative) (Ratliff 1992a:104-112).																
	12 & 32. These two words for ‘egg’ are no doubt the same; although there are difficulties with the onsets, their rimes and tones correspond.																
	15. Wenjie Pa-Hng (Wang and Mao 12) has been substituted for Baiyun Pa-Hng (7).																
	17. Compare Chinese 菇 ‘mushroom’ (OC *mə.kˤa > MC ku > Man. gū).																
	18. The Yanghao form (1) is from Office of Miao-Yao Research Lexicon 1987.  Sunjiang Biao Min (Wang and Mao 22) has been substituted for Dongshan Biao Min (10).																
	20. Perhaps from Chinese 剉 ‘to file’ (MC tshwaH > Man. cuò).																
	21. This may be from Chinese 帚 ‘broom’ (MC tsyuwX > Man. zhǒu), although the initial voicing suggests *ɲc-, and the tones are different.																
	22. Wenjie Pa-Hng (Wang and Mao 12) has been substituted for Baiyun Pa-Hng (7).																
	23. Also ‘grindstone’ in White Hmong.																
	24. The Green Mong form meaning ‘a long time ago’ has been substituted for White Hmong (3).																
	29. Compare Proto Tai *pla A1 (Li 1977), Proto Kam-Sui *mprai 3 (Thurgood 1988).																
	36. Jiangdi Mien (Wang and Mao 15) has been substituted for Luoxiang Mien (8). Hmongic *naŋB ‘mouse/rat’ (2.9/24) is probably the same.																
	37 & 38. See discussion of the similarity between‘three’ and ‘we/us’ in chapter 5. ‘We/us’ is used as a plural suffix in Mien, suggesting an original meaning of ‘group’.  In Hainan Mun, it is a 1pl exclusive pronoun.																
	44. In Hainan Mun, the cognate means ‘blue’ and the word for ‘grey’ is the compound ‘white-blue’; in Biao Min, it also means ‘mildew, mold’ (Solnit 1982).																
	47. Compare Chinese 迂 ‘bend, deflect; astray, far from’ (OC *qw(r)a > MC ʔju > Man. yū).																
	48. This word for ‘dog’ appears in languages across the area: compare Chinese 狗 ‘dog’ (OC *-[k]ˤ(r)oʔ > MC kuwX > Man. gǒu) and see Benedict 1996.																
																	
	4																
	4a. H *a																
		1	2	3	4	5	6	7	H							Initial	H
	1. cherry	va1	wɑ1	--	ʑi1a	--	--	--	*a							1.1	*ʔwaA
	2. honey	va1	--	ʐi1	ʐɪ1a	ʔwjaA	--	--	*a							2.55	*ʔraA
	3. rough/coarse	sha1	ntshɑ1	ntshi1	ntsi1b	nʔtshaA	--	--	*a							3.5	*ntshaA
	4. soul/spirit	ȴ̥u2	pjə2	pli6	pɭɪ6	vloA	--	pjɔ2	*a							1.48	*braA
	5. finger	ta3	ntɑ3	nti3	nti3a	nʔtaB	--	--	*a							2.4	*ntaB
	6. to pour	tsɑ5	pʐa5 	tʂi5	--	--	--	--	*a							1.46.1	*prjaC
	7. to lean (on stick)	ȵa6	ɳɑ6	ɳʈi6	ɳʈe4	ɳtʂaC	--	ȵa2	*a							5.51	*ŋgraC
	8. to escape	fa8	qwei8	di8	hwɪ8	ʁwaD	--	--	*a							5-6’.3	*ɢʷaD
	9. to wake	--	--	tʂi8	si8	zaD	--	ʨi8	*a							3.18	*dzjaD
																	
	Chinese loanwords in set 4a:	*[g]ˤa ‘gourd’ (OC)	>	hu (MC)	葫	hú  ‘garlic’	>	H *ɢaA ‘garlic’									
		*mə.qˤ<r>aʔ-s (OC)	>	kæH (MC)	價	jià  ‘price’	>	H *ɴqaC									
																	
	4b. HM *a (92, 130, 149, 187)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM/M
	10. five	tsa1	pʐɑ1	tʂi1	pʐɪ1a	pjaA	pui1	pja1	*a	*a	*a	pla1	pja1	pla1	pjɛ5	1.46.1	*prja
	11. father/male	pa3	pɑ3	tsi3	pi3a	paB	pe3	pa7	*a	*a	*a	pwa3	fa3	--	--	1.16	*pjaX
	12. stick	--	pʐɑ3	--	--	--	--	pja3	*a	*a	*a	pla3	pja3	--	--	1.46.1	*prjaX
	13. to get up	--	--	--	--	--	tʃe4	--	*a	*a	*a	kja4	kwe4	ȶɔ4	kjɛ4	5’.18	*gʷjaX
	14. moon/month	l̥ha5	l̥hɑ5	hl̥i5	li5b	l̥aC	l̥e5	l̥a5	*a	*a	*a	la5	la5	ɬa5	lɔu5	2.41	*hlaH
	15. elder brother	ta2	--	ti2	ti2	ðaA	--	--	*a	*a	*a	--	ta2	--	--	2.3	*da
	16. urine	va4	ʐɑ4	ʐi4	ʐɪ4	wjaB	ŋkwe4	ve4	*a	*a	*a	wa4	va4	lɔ4	vjɛ4	2.57	*-raX
	17. 1sg (I/me)										*a	ja1	ja1	--	--	4.1	*ʔjaA
	18. grass										*a	m̥wa3	wa3	m̥ja3	mjɛ3	1.23	*hmjaB
	19. meat										*a	a3	a3	--	--	7.1	*ʔaB
	20. to carry on back										*a	ȵa5’	ȵa5	ȵa3	--	4.8	*hɲaC
																	
	Chinese loanwords in set 4b:	*kʷˤra (OC)	>	kwæ (MC)	瓜	guā  ‘melon/gourd’	>	HM *Kʷa ‘cucumber’									
				gja (MC)	茄	qié  ‘eggplant’	>	HM *ɟa									
		*Cə.kˤraʔ (OC)	>	kæX (MC)	假	jiǎ  ‘to borrow’	>	HM *KaX									
		*(mə)-pˤaʔ (OC)	>	puX (MC)	補	bǔ  ‘repair/mend’	>	HM *mpjaX									
		*[g]ˤraʔ ‘down’ (OC)	>	hæX (MC)	下	xià  ‘low/short’	>	HM *GaX									
		*[g]ˤraʔ ‘down’ (OC)	>	hæX (MC)	下	xià  ‘to descend’	>	H *ɴɢaB									
		*mə-[g]ˤraʔ-s ‘to descend’ (OC)	>	hæH (MC)	下	xià ‘to descend’	>	M *ɣaC									
				bæ (MC)	耙	pá  ‘to rake’	>	M *baA									
				dræ (MC)	茶	chá  ‘tea’	>	M *ɟaA									
				sjæX (MC)	寫	xiě  ‘to write’	>	M *xjaB									
																	
	4c. HM *at (88, 107, 127 and 221)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM/M
	21. wing	ta7	tei7	ti7	ti7a	taD	ðe7	te7	*a	*at	*at	daːt7	daːt7	--	dɔt7	2.1	*N-tat
	22. spicy	za8	mʐei8	ɳtʂi8	mpʐɪ8	mpjaD	mpwai8	mje8	*a	*at	*at	blaːt8	bjat8	blan8	bjɛt8	1.51	*mbrat
	23. eight	ʑa8	ʑi8	ji8	ʑi8	ʑaD	je8	ji8	*a	*at	*at	jat8	jet8	hjɛn8	dzjat8	4.12	*jat
	24. wooden basin										*at	pwat7	--	--	--	1.16	*pjatD
																	
	Chinese loanwords in set 4c:	*Nə-qʰˤat (OC)	>	khat (MC)	渴	kě ‘thirsty’	>	HM *NKhat									
		*mə-kˤat (OC)	>	kat (MC)	割	gē ‘to cut’	>	M *katD									
																	
	4d. M *ak (184)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	M
	25. thick/dense										*ak	ma8	ma6	--	mɔu8	1.9	*makD
																	
	Discussion																
	The most interesting feature of this rime set is the way that Jiwei (Qo Xiong) (2) and Pa-Hng (12) pattern.  They show a rime difference that reflects whether or not the Hmong-Mien rimes of this set (as reflected in the Mienic forms) were open or closed.  Open Hmong-Mien rime 4b yields Jiwei /ɑ/ and Pa-Hng /a/, whereas the closed Hmong-Mien rime 4c yields Jiwei /ei, i/ and Pa-Hng /e, i/.  The reflection of the open/closed Hmong-Mien contrast as a vowel quality difference can also be seen in Jiwei in rimes 12/17 and 13, and in Pa Hng in rime 7.  This suggests that Jiwei and Pa-Hng may have split off the main Hmongic branch at an early stage (see Strecker 1987a,b on the conservatism of “Na-e”, or Pa-Hng).																
																	
	The effect of the medial *-r- in ‘spicy’ and initial *j- in ‘eight’ on the rime *-at account for the irregularities in set 4c.																
																	
	Notes																
	3. Compare Chinese 粗 ‘coarse’ (OC *s.[r̥]ˤa > MC tshu > Man. cū).																
	4. Compare Tibeto-Burman *b-la ‘demon, soul’ > Nung /phəla/.  Tone 6 forms can be explained as sandhi form promotions, but the rime is highly irregular.																
	5. Mienic *ʔdokD ‘finger’ (2.4/13) may be related.																
	6. Forms taken from Office of Miao-Yao Research Lexicon (1987). The details of the low vowels in languages 1 and 2 do not correspond, but the word seems to fit in this set given the White Hmong cognate /tʂi5/ ‘to pour’.																
	7. Also Ho Ne /ki4/. White Hmong (3) also ‘a stick, cane’.																
	8. The labialized velar marks this as a loanword. According to Sagart (1999:123–124), it is a loanword from 脫 ‘to peel off, escape’ (OC *lˤot > MC dwat > Man. tuō). Mortensen (2002) proposed Tibeto-Burman *g-lwat ‘free, release’ as the source, which works better since it has a dorsal consonant (for Sagart, the dorsal consonant is a secondary development of a hypothetical intermediate stage *dl- in Chinese). Note that this Chinese word with a voiceless initial is taken here as the source of Mienic *ʔdutD (< *N-t-) ‘peel off/escape’ (2.4/9).																
	10. From Tibeto-Burman *b-r-ŋa ‘five’ (see chapter 5).																
	11. Compare Chinese 父 ‘father’ (OC *[b](r)aʔ > MC bjuX > Man. fù). See also Hmong-Mien ‘husband’ *N-poX (1.1/7).																
	15. Compare Chinese 弟 dì ‘younger brother’, used in the compound 弟兄 dìxiong to mean ‘brothers’.																
